Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
191,Joshua,Thomas,32,Other,Address_191,Oklahoma City,19458795044,joshua.thomas@kag.com,Current,6185.7,27-06-2009,07-02-2023,191,20-11-2023,Deposit,1679.95,7865.65,45,191,23477.11,Mortgage,7.33,48,09-10-2022,Rejected,191,MasterCard,4527.44,3841.22,192.06,12-06-2023,13-04-2023,1937,191,06-06-2023,Praise,Pending,24-12-2023,1
192,Jennifer,Davis,63,Other,Address_192,Memphis,19458795045,jennifer.davis@kag.com,Current,5733.96,11-11-2012,13-09-2023,192,21-03-2023,Deposit,4585.28,1148.68,96,192,20208.54,Mortgage,8.48,60,16-09-2022,Closed,192,MasterCard,6889,1557.54,77.88,05-12-2023,24-06-2023,9840,192,08-05-2023,Praise,Resolved,12-06-2023,1
193,Linda,Flores,32,Female,Address_193,Louisville,19458795046,linda.flores@kag.com,Current,3016.51,11-06-2018,29-06-2023,193,16-11-2023,Deposit,4892.75,-1876.24,60,193,14035.36,Personal,7.29,24,25-03-2022,Rejected,193,MasterCard,9637.01,1617.49,80.87,25-06-2023,04-11-2023,1701,193,20-12-2023,Praise,Pending,24-05-2023,1
194,Anthony,Flores,69,Other,Address_194,San Diego,19458795047,anthony.flores@kag.com,Savings,4919.1,21-10-2011,19-01-2023,194,20-06-2023,Transfer,4653.58,9572.68,53,194,2632.24,Auto,4.86,12,08-09-2020,Rejected,194,AMEX,1714.43,2601.65,130.08,13-03-2023,18-07-2023,6100,194,19-05-2023,Praise,Resolved,17-05-2023,1
195,David,Hall,23,Male,Address_195,Las Vegas,19458795048,david.hall@kag.com,Savings,783.29,13-10-2021,12-06-2023,195,12-03-2023,Transfer,2505.97,-1722.68,19,195,33883.69,Personal,3.98,48,28-06-2022,Closed,195,Visa,2400.35,1338.98,66.95,06-07-2023,13-02-2023,9394,195,11-08-2023,Suggestion,Pending,28-11-2023,1
196,Paul,Johnson,29,Other,Address_196,Chicago,19458795049,paul.johnson@kag.com,Current,4653.14,01-01-2000,21-07-2023,196,29-03-2023,Withdrawal,3519.75,8172.89,88,196,45147.1,Auto,7.61,36,05-06-2020,Rejected,196,AMEX,2151.57,2230.58,111.53,09-09-2023,26-03-2023,8131,196,05-07-2023,Suggestion,Resolved,25-04-2023,1
197,Steven,Robinson,59,Other,Address_197,Boston,19458795050,steven.robinson@kag.com,Current,4636.08,07-01-2020,28-09-2023,197,26-02-2023,Deposit,866.15,5502.23,35,197,46593.64,Mortgage,3.68,60,08-02-2022,Closed,197,MasterCard,2985.56,3301.72,165.09,21-06-2023,21-09-2023,4377,197,21-10-2023,Complaint,Pending,13-04-2023,1
198,Carol,Robinson,36,Other,Address_198,Denver,19458795051,carol.robinson@kag.com,Savings,384.31,13-09-2014,29-03-2023,198,16-06-2023,Deposit,4754.77,-4370.46,82,198,29447.52,Auto,1.56,48,31-10-2022,Rejected,198,MasterCard,1545.49,4949.28,247.46,03-11-2023,23-09-2023,1764,198,05-09-2023,Praise,Resolved,07-10-2023,1
199,Amanda,Lopez,57,Other,Address_199,Tucson,19458795052,amanda.lopez@kag.com,Current,5187.35,09-04-2003,24-06-2023,199,29-04-2023,Transfer,1425.55,3761.8,14,199,5612.69,Personal,3.22,24,27-06-2021,Approved,199,MasterCard,4259.28,1309.97,65.5,09-04-2023,24-02-2023,1471,199,24-02-2023,Suggestion,Resolved,20-12-2023,1
200,Nancy,Martinez,22,Male,Address_200,Los Angeles,19458795053,nancy.martinez@kag.com,Current,7403.17,04-01-2003,31-08-2023,200,12-10-2023,Withdrawal,971.77,8374.94,86,200,44054.55,Personal,7.8,36,20-01-2022,Rejected,200,MasterCard,3525.57,1310.76,65.54,25-09-2023,21-12-2023,7179,200,21-08-2023,Complaint,Resolved,27-09-2023,1
201,Joseph,Baker,44,Other,Address_201,Charlotte,19458795054,joseph.baker@kag.com,Savings,4577.3,21-09-2009,28-05-2023,201,24-08-2023,Withdrawal,310.19,4887.49,94,201,37639.5,Mortgage,8.14,12,07-08-2021,Closed,201,Visa,2783.1,1970.59,98.53,07-09-2023,14-12-2023,6515,201,10-12-2023,Suggestion,Pending,07-12-2023,1
202,Emily,Hernandez,27,Female,Address_202,Washington,19458795055,emily.hernandez@kag.com,Current,6495.65,31-01-2002,22-09-2023,202,16-11-2023,Withdrawal,2756.35,9252,12,202,13319.14,Personal,3.49,36,30-09-2022,Approved,202,Visa,3316.81,3295.36,164.77,19-04-2023,02-01-2023,2011,202,31-07-2023,Suggestion,Resolved,14-05-2023,1
204,Nancy,Thomas,69,Other,Address_204,Seattle,19458795057,nancy.thomas@kag.com,Current,7873.27,09-09-2022,19-05-2023,204,20-01-2023,Deposit,686.59,8559.86,76,204,24128.39,Personal,5.94,36,15-02-2022,Approved,204,Visa,7200.6,4745.12,237.26,06-04-2023,12-02-2023,2801,204,01-12-2023,Suggestion,Resolved,03-10-2023,1
205,Kenneth,Taylor,63,Female,Address_205,Washington,19458795058,kenneth.taylor@kag.com,Current,5193.11,19-12-2014,13-04-2023,205,07-01-2023,Withdrawal,612.94,5806.05,94,205,44492.06,Personal,3.36,12,19-04-2021,Rejected,205,AMEX,9356.31,1690.09,84.5,15-06-2023,21-03-2023,4164,205,08-12-2023,Suggestion,Resolved,30-05-2023,1
206,Ronald,Sanchez,31,Male,Address_206,Portland,19458795059,ronald.sanchez@kag.com,Current,3382.93,09-10-2016,13-12-2023,206,29-07-2023,Deposit,1370.26,2012.67,3,206,13132.94,Personal,6.46,24,04-07-2020,Approved,206,Visa,2892.66,2086.37,104.32,02-09-2023,15-04-2023,2813,206,24-12-2023,Praise,Resolved,14-04-2023,1
207,Ronald,Johnson,51,Female,Address_207,San Jose,19458795060,ronald.johnson@kag.com,Current,8292.93,26-01-2003,15-09-2023,207,26-08-2023,Deposit,3330.32,11623.25,96,207,40244.39,Auto,3.54,12,07-01-2022,Closed,207,MasterCard,1909.04,2181.68,109.08,22-11-2023,18-04-2023,2240,207,13-06-2023,Praise,Resolved,05-07-2023,1
208,Barbara,Roberts,66,Female,Address_208,Tucson,19458795061,barbara.roberts@kag.com,Current,769.45,17-02-2007,29-06-2023,208,16-12-2023,Deposit,2743.59,3513.04,27,208,35883.61,Auto,2.09,12,05-03-2021,Rejected,208,MasterCard,1527.5,1744.56,87.23,21-05-2023,23-10-2023,725,208,14-10-2023,Suggestion,Pending,14-08-2023,1
209,Joshua,Lopez,32,Female,Address_209,Phoenix,19458795062,joshua.lopez@kag.com,Current,2965.62,23-08-2018,03-09-2023,209,24-04-2023,Deposit,490.07,3455.69,92,209,1707.62,Mortgage,2.39,60,14-04-2020,Approved,209,MasterCard,5437.87,1577.08,78.85,16-08-2023,04-06-2023,9231,209,24-07-2023,Praise,Pending,08-09-2023,1
210,Mary,Sanchez,46,Female,Address_210,Detroit,19458795063,mary.sanchez@kag.com,Current,5955.7,10-10-2008,28-05-2023,210,05-11-2023,Withdrawal,2217.08,3738.62,82,210,28603.4,Auto,3.25,60,04-01-2022,Approved,210,AMEX,6813.25,356.96,17.85,08-09-2023,09-04-2023,4357,210,10-10-2023,Suggestion,Pending,20-11-2023,1
211,Michael,Thompson,43,Other,Address_211,San Jose,19458795064,michael.thompson@kag.com,Current,8574.66,24-09-2012,21-01-2023,211,07-06-2023,Withdrawal,343.99,8918.65,25,211,36061.18,Personal,2.51,12,24-08-2020,Rejected,211,MasterCard,3156.94,2725.48,136.27,28-11-2023,21-06-2023,1847,211,03-09-2023,Praise,Resolved,09-08-2023,1
212,Ronald,Moore,44,Other,Address_212,Portland,19458795065,ronald.moore@kag.com,Savings,814.2,21-08-2021,03-11-2023,212,18-11-2023,Transfer,4261,-3446.8,15,212,8664.13,Personal,9.77,36,09-01-2021,Closed,212,MasterCard,6991.48,3311.69,165.58,18-10-2023,31-12-2023,7589,212,11-05-2023,Suggestion,Resolved,16-02-2023,1
213,Paul,Young,20,Other,Address_213,Columbus,19458795066,paul.young@kag.com,Savings,1050.92,23-01-2014,07-06-2023,213,07-05-2023,Deposit,544.49,1595.41,27,213,27063.05,Auto,6.93,36,17-04-2021,Rejected,213,AMEX,2686.51,4957.89,247.89,02-01-2023,28-12-2023,7893,213,02-01-2023,Complaint,Resolved,26-05-2023,1
214,Ronald,Carter,20,Other,Address_214,Las Vegas,19458795067,ronald.carter@kag.com,Savings,2895.61,27-05-2014,25-06-2023,214,22-07-2023,Deposit,2361.78,533.83,15,214,15899.82,Auto,2.61,12,29-05-2020,Rejected,214,AMEX,3001.84,3095.85,154.79,07-12-2023,11-10-2023,5035,214,06-03-2023,Praise,Resolved,18-06-2023,1
215,Thomas,Nguyen,52,Male,Address_215,Chicago,19458795068,thomas.nguyen@kag.com,Savings,3511.26,26-09-2005,14-09-2023,215,12-08-2023,Deposit,2557.21,954.05,30,215,35116.39,Mortgage,4.82,36,05-04-2022,Closed,215,AMEX,6978.03,3052.17,152.61,07-08-2023,22-07-2023,3884,215,12-06-2023,Complaint,Pending,04-10-2023,1
216,Ronald,Campbell,52,Other,Address_216,Baltimore,19458795069,ronald.campbell@kag.com,Current,8451.03,13-10-2007,22-09-2023,216,11-03-2023,Transfer,2655.33,5795.7,75,216,27466.85,Auto,3.42,24,03-06-2021,Approved,216,AMEX,9590.03,1851.94,92.6,04-06-2023,13-10-2023,4646,216,08-07-2023,Suggestion,Pending,06-09-2023,1
217,Mary,Williams,67,Other,Address_217,Sacramento,19458795070,mary.williams@kag.com,Savings,9593.14,19-05-2018,23-04-2023,217,14-12-2023,Transfer,3049.68,12642.82,59,217,31451.44,Mortgage,7.16,36,25-06-2022,Approved,217,Visa,9128.25,287.56,14.38,24-09-2023,21-05-2023,4047,217,25-09-2023,Suggestion,Resolved,27-03-2023,1
218,Mary,Nguyen,23,Male,Address_218,Columbus,19458795071,mary.nguyen@kag.com,Savings,270.56,19-04-2006,17-06-2023,218,30-04-2023,Transfer,3510.9,3781.46,45,218,4554.45,Mortgage,8.81,36,08-08-2020,Rejected,218,Visa,1243.2,3070.83,153.54,29-07-2023,19-02-2023,7776,218,28-01-2023,Praise,Resolved,31-05-2023,1
219,Betty,Williams,31,Female,Address_219,Fort Worth,19458795072,betty.williams@kag.com,Current,252.03,22-09-2004,21-01-2023,219,02-06-2023,Transfer,31.75,220.28,53,219,7751.96,Auto,4.61,12,09-09-2022,Closed,219,Visa,9832.4,627.7,31.39,20-09-2023,08-05-2023,1494,219,11-09-2023,Praise,Pending,25-05-2023,1
220,Daniel,Robinson,43,Other,Address_220,Louisville,19458795073,daniel.robinson@kag.com,Current,8661.62,27-05-2001,21-03-2023,220,23-01-2023,Deposit,164.26,8497.36,78,220,28052.37,Mortgage,4.86,36,09-11-2022,Approved,220,AMEX,4280.3,3719.57,185.98,10-05-2023,29-01-2023,2113,220,28-06-2023,Complaint,Resolved,12-11-2023,1
221,Paul,Smith,20,Other,Address_221,Memphis,19458795074,paul.smith@kag.com,Current,1442.61,12-11-2018,16-08-2023,221,20-05-2023,Deposit,3061.64,-1619.03,45,221,9877.47,Mortgage,4.59,36,06-01-2021,Approved,221,AMEX,5988.43,3770.77,188.54,27-02-2023,08-12-2023,1414,221,03-08-2023,Complaint,Pending,09-08-2023,1
222,Emily,Robinson,50,Female,Address_222,San Francisco,19458795075,emily.robinson@kag.com,Current,3459.43,06-03-2002,06-02-2023,222,22-04-2023,Deposit,918.89,4378.32,92,222,25435.87,Personal,5.04,60,24-06-2020,Rejected,222,AMEX,4107.94,525.49,26.27,12-12-2023,07-05-2023,6231,222,19-04-2023,Praise,Pending,24-08-2023,1
223,Steven,Hall,59,Other,Address_223,Omaha,19458795076,steven.hall@kag.com,Current,2824.61,30-07-2013,01-04-2023,223,18-05-2023,Transfer,4160.91,-1336.3,72,223,34811.44,Personal,1.32,60,15-02-2020,Rejected,223,MasterCard,8419.66,1388.13,69.41,19-07-2023,05-03-2023,7116,223,13-07-2023,Praise,Resolved,02-04-2023,1
224,James,Young,30,Female,Address_224,Nashville,19458795077,james.young@kag.com,Savings,2890.5,25-12-2008,23-11-2023,224,29-06-2023,Withdrawal,3141.28,-250.78,61,224,40678.81,Personal,6.33,36,03-05-2020,Approved,224,MasterCard,7051.47,4099.49,204.97,10-12-2023,14-08-2023,7247,224,07-02-2023,Praise,Pending,23-03-2023,1
225,Christopher,Ramirez,46,Female,Address_225,El Paso,19458795078,christopher.ramirez@kag.com,Current,3353.06,27-08-2021,01-06-2023,225,29-04-2023,Withdrawal,4902.2,8255.26,11,225,8007.33,Auto,9.57,36,08-10-2020,Closed,225,MasterCard,8894.78,4810.91,240.55,01-01-2023,07-11-2023,330,225,13-03-2023,Suggestion,Resolved,03-12-2023,1
226,Mary,Lee,26,Female,Address_226,Oklahoma City,19458795079,mary.lee@kag.com,Current,3426.86,10-02-2016,27-06-2023,226,10-05-2023,Deposit,3642.74,7069.6,78,226,37352.06,Personal,8.07,12,16-01-2020,Closed,226,Visa,2909.13,3652.84,182.64,21-02-2023,01-12-2023,5636,226,10-02-2023,Complaint,Pending,30-11-2023,1
227,Amanda,Rivera,49,Other,Address_227,Austin,19458795080,amanda.rivera@kag.com,Current,6239.54,17-03-2008,01-07-2023,227,07-07-2023,Withdrawal,462.66,6702.2,51,227,18796.12,Mortgage,8.75,24,22-08-2021,Rejected,227,MasterCard,6763.76,2006.63,100.33,22-04-2023,22-12-2023,432,227,17-04-2023,Suggestion,Resolved,27-10-2023,1
228,Sandra,Gonzalez,39,Female,Address_228,Fresno,19458795081,sandra.gonzalez@kag.com,Savings,6324.96,21-01-2002,20-04-2023,228,22-03-2023,Transfer,863.17,7188.13,86,228,34267.72,Personal,3.06,60,07-09-2020,Closed,228,AMEX,5784.83,4136.06,206.8,18-12-2023,30-10-2023,5555,228,22-11-2023,Praise,Pending,01-02-2023,1
230,Jennifer,Scott,51,Male,Address_230,Jacksonville,19458795083,jennifer.scott@kag.com,Current,8599.56,04-02-2012,19-04-2023,230,23-11-2023,Deposit,3708.47,4891.09,74,230,26243.58,Auto,9.04,36,30-08-2020,Rejected,230,AMEX,4288.63,4331.3,216.57,17-10-2023,29-12-2023,1645,230,14-11-2023,Complaint,Pending,29-11-2023,1
231,Emily,Miller,27,Female,Address_231,Philadelphia,19458795084,emily.miller@kag.com,Savings,8472.15,14-05-2005,05-06-2023,231,15-03-2023,Withdrawal,642.85,7829.3,39,231,42040.55,Auto,1.62,48,01-12-2022,Approved,231,Visa,1057.94,214.18,10.71,17-08-2023,06-03-2023,5968,231,01-12-2023,Praise,Pending,09-08-2023,1
232,Patricia,Perez,42,Other,Address_232,Mesa,19458795085,patricia.perez@kag.com,Savings,2250.45,24-09-2012,17-09-2023,232,05-10-2023,Deposit,3322.2,-1071.75,24,232,6215.14,Auto,8.9,12,19-07-2021,Approved,232,MasterCard,7341.97,4964.63,248.23,15-05-2023,23-07-2023,2463,232,03-08-2023,Praise,Pending,25-12-2023,1
233,William,Martinez,29,Female,Address_233,Las Vegas,19458795086,william.martinez@kag.com,Current,5482.03,02-07-2008,08-03-2023,233,06-05-2023,Transfer,2781.43,2700.6,6,233,41556.36,Auto,1.58,48,05-05-2022,Rejected,233,AMEX,7429.1,552.67,27.63,06-10-2023,16-01-2023,1450,233,11-03-2023,Complaint,Pending,06-08-2023,1
234,Thomas,Hill,68,Other,Address_234,Fort Worth,19458795087,thomas.hill@kag.com,Savings,7859.99,02-01-2000,17-09-2023,234,05-06-2023,Withdrawal,3170.16,4689.83,33,234,23185.65,Personal,9.85,24,07-04-2021,Closed,234,AMEX,8830.44,4575.83,228.79,28-07-2023,09-11-2023,3464,234,15-02-2023,Complaint,Pending,27-03-2023,1
235,Donna,Anderson,20,Other,Address_235,El Paso,19458795088,donna.anderson@kag.com,Savings,8682.06,19-01-2002,28-09-2023,235,02-07-2023,Transfer,2548.26,11230.32,22,235,41340.31,Mortgage,1.76,24,21-02-2020,Rejected,235,Visa,9662.69,4262.7,213.14,11-03-2023,21-07-2023,5019,235,20-08-2023,Suggestion,Resolved,31-01-2023,1
236,Nancy,Anderson,36,Male,Address_236,Portland,19458795089,nancy.anderson@kag.com,Current,2626.34,09-03-2021,06-02-2023,236,16-04-2023,Withdrawal,75.01,2701.35,60,236,47961,Mortgage,4.31,12,27-08-2020,Approved,236,Visa,2791.92,1466.02,73.3,10-07-2023,28-02-2023,1932,236,21-01-2023,Praise,Pending,27-07-2023,1
237,Robert,Brown,50,Female,Address_237,Atlanta,19458795090,robert.brown@kag.com,Savings,4991.59,19-10-2007,27-09-2023,237,30-11-2023,Deposit,1273.56,3718.03,20,237,8822.98,Personal,1.49,60,09-11-2022,Rejected,237,MasterCard,1613.01,2311.76,115.59,21-07-2023,11-07-2023,6113,237,09-11-2023,Complaint,Pending,02-06-2023,1
238,Kimberly,Young,64,Other,Address_238,Philadelphia,19458795091,kimberly.young@kag.com,Savings,5297.77,10-11-2020,03-05-2023,238,27-05-2023,Transfer,4426.06,871.71,11,238,34053.91,Mortgage,1.51,36,01-05-2020,Rejected,238,AMEX,8064.15,1072.37,53.62,01-06-2023,13-02-2023,1392,238,18-10-2023,Praise,Pending,20-05-2023,1
239,Jennifer,Thompson,43,Male,Address_239,New York,19458795092,jennifer.thompson@kag.com,Current,7026.42,10-11-2009,12-08-2023,239,01-01-2023,Deposit,4647.05,11673.47,35,239,12519.73,Mortgage,8.8,48,23-01-2021,Approved,239,Visa,8908.27,2405.34,120.27,20-06-2023,16-04-2023,5659,239,10-11-2023,Suggestion,Pending,18-06-2023,1
240,Lisa,Garcia,30,Other,Address_240,Philadelphia,19458795093,lisa.garcia@kag.com,Savings,3369.57,09-09-2001,14-07-2023,240,03-07-2023,Transfer,495.08,2874.49,35,240,7642.16,Personal,1.57,12,22-10-2020,Rejected,240,Visa,2540.59,904.03,45.2,22-06-2023,10-06-2023,1610,240,05-06-2023,Complaint,Pending,17-03-2023,1
241,William,White,24,Other,Address_241,Washington,19458795094,william.white@kag.com,Savings,3005.17,16-08-2014,23-03-2023,241,29-03-2023,Withdrawal,4763.62,-1758.45,65,241,31776.05,Auto,8.13,24,15-03-2020,Rejected,241,MasterCard,1981.49,1463.07,73.15,17-12-2023,12-12-2023,8134,241,26-07-2023,Complaint,Resolved,26-08-2023,1
242,Deborah,Martin,51,Male,Address_242,Las Vegas,19458795095,deborah.martin@kag.com,Current,7085.42,01-12-2009,19-02-2023,242,11-07-2023,Withdrawal,3355.92,3729.5,90,242,6291.2,Personal,9.16,24,26-04-2021,Approved,242,AMEX,8639.15,195.79,9.79,22-12-2023,18-05-2023,5880,242,12-10-2023,Praise,Resolved,24-08-2023,1
243,Jessica,Torres,39,Female,Address_243,Boston,19458795096,jessica.torres@kag.com,Current,4053.42,03-02-2012,19-03-2023,243,28-03-2023,Transfer,4613.56,8666.98,78,243,23793.46,Auto,9.42,12,04-04-2022,Closed,243,MasterCard,9799.74,2759.35,137.97,14-10-2023,29-06-2023,2503,243,27-10-2023,Praise,Resolved,06-03-2023,1
244,Steven,Martin,37,Male,Address_244,Charlotte,19458795097,steven.martin@kag.com,Savings,139.84,05-01-2008,25-01-2023,244,10-03-2023,Transfer,2011.81,2151.65,49,244,32161.76,Mortgage,8.78,12,25-08-2022,Rejected,244,MasterCard,4670.46,3617.72,180.89,10-06-2023,12-04-2023,5681,244,21-06-2023,Complaint,Resolved,19-09-2023,1
245,David,Lopez,60,Female,Address_245,Detroit,19458795098,david.lopez@kag.com,Savings,9384.68,06-05-2014,22-10-2023,245,06-12-2023,Transfer,517.71,8866.97,66,245,25481.91,Auto,9.6,12,09-02-2020,Closed,245,AMEX,9144.37,1011.49,50.57,09-06-2023,10-01-2023,4369,245,27-11-2023,Complaint,Pending,10-03-2023,1
246,Jennifer,Allen,40,Other,Address_246,San Diego,19458795099,jennifer.allen@kag.com,Savings,1581.49,03-07-2015,26-01-2023,246,20-04-2023,Withdrawal,1519.24,3100.73,46,246,35156.39,Auto,1.47,48,16-08-2022,Closed,246,AMEX,7942.51,3060.67,153.03,22-07-2023,27-07-2023,5538,246,11-11-2023,Praise,Resolved,05-12-2023,1
247,Jessica,Ramirez,65,Other,Address_247,Las Vegas,19458795100,jessica.ramirez@kag.com,Savings,1571.48,19-01-2016,01-03-2023,247,26-12-2023,Deposit,3451.51,5022.99,5,247,40269.19,Mortgage,9.97,24,29-11-2022,Closed,247,MasterCard,3605.5,240.42,12.02,12-05-2023,06-08-2023,8061,247,06-01-2023,Suggestion,Pending,27-08-2023,1
248,Mark,Davis,31,Male,Address_248,Kansas City,19458795101,mark.davis@kag.com,Savings,8201.82,13-10-2001,04-11-2023,248,21-06-2023,Deposit,3978.16,4223.66,39,248,43740.07,Auto,1.18,12,28-05-2020,Closed,248,AMEX,2412.86,417.31,20.87,22-11-2023,22-02-2023,6935,248,17-02-2023,Praise,Resolved,06-04-2023,1
249,Michael,Smith,47,Male,Address_249,Philadelphia,19458795102,michael.smith@kag.com,Current,3421.48,16-04-2001,11-03-2023,249,26-06-2023,Transfer,260.11,3681.59,79,249,28433.74,Mortgage,2.5,36,08-10-2022,Rejected,249,Visa,2754.94,2722.29,136.11,09-06-2023,22-01-2023,3505,249,29-09-2023,Praise,Resolved,10-03-2023,1
250,Sarah,Torres,40,Male,Address_250,Sacramento,19458795103,sarah.torres@kag.com,Savings,3348.94,23-12-2021,03-06-2023,250,09-04-2023,Deposit,2439.89,909.05,85,250,14554.89,Mortgage,1.73,12,06-12-2021,Approved,250,AMEX,5735.04,296.43,14.82,06-08-2023,24-11-2023,1093,250,01-07-2023,Suggestion,Resolved,11-01-2023,1
251,Margaret,Perez,64,Other,Address_251,New York,19458795104,margaret.perez@kag.com,Savings,6261.71,13-04-2013,17-02-2023,251,05-02-2023,Deposit,331.19,5930.52,93,251,25973.43,Personal,7.7,12,05-09-2020,Rejected,251,AMEX,4576.09,2286.04,114.3,15-10-2023,24-09-2023,5281,251,08-04-2023,Suggestion,Resolved,18-04-2023,1
252,Christopher,Garcia,69,Female,Address_252,Mesa,19458795105,christopher.garcia@kag.com,Current,684.48,11-08-2003,23-02-2023,252,13-08-2023,Deposit,4319.43,5003.91,51,252,19996.74,Personal,1.78,48,21-05-2020,Closed,252,Visa,9627.43,320.35,16.02,16-06-2023,19-11-2023,664,252,27-05-2023,Praise,Pending,20-09-2023,1
253,Sandra,Lee,36,Male,Address_253,Fort Worth,19458795106,sandra.lee@kag.com,Current,2445.92,14-08-2013,24-04-2023,253,10-12-2023,Deposit,2386.93,58.99,21,253,12070.35,Personal,3.63,60,29-08-2022,Closed,253,Visa,4738.01,1746.38,87.32,12-10-2023,12-09-2023,6368,253,02-04-2023,Complaint,Pending,28-12-2023,1
254,Michael,Young,56,Female,Address_254,Kansas City,19458795107,michael.young@kag.com,Savings,627.38,26-12-2012,04-10-2023,254,20-10-2023,Withdrawal,4574.96,-3947.58,38,254,26924.3,Mortgage,6.74,24,04-09-2021,Rejected,254,Visa,1874.38,4403.33,220.17,22-04-2023,13-01-2023,812,254,08-07-2023,Complaint,Pending,01-04-2023,1
255,Christopher,Wright,58,Male,Address_255,Austin,19458795108,christopher.wright@kag.com,Savings,2985.95,04-04-2007,20-04-2023,255,10-09-2023,Withdrawal,402.11,2583.84,36,255,2110.09,Auto,5.48,12,09-03-2022,Closed,255,MasterCard,2075.38,3732,186.6,09-06-2023,05-07-2023,2048,255,27-07-2023,Suggestion,Pending,05-06-2023,1
256,Sarah,Anderson,53,Male,Address_256,Fort Worth,19458795109,sarah.anderson@kag.com,Current,8712.31,18-11-2009,13-03-2023,256,20-02-2023,Withdrawal,1659.05,10371.36,14,256,30672.68,Auto,2.23,48,29-01-2020,Closed,256,AMEX,9151.72,2067.78,103.39,21-08-2023,14-02-2023,8249,256,21-06-2023,Praise,Pending,22-05-2023,1
258,John,Rivera,40,Male,Address_258,San Antonio,19458795111,john.rivera@kag.com,Current,3163.42,25-07-2000,15-01-2023,258,02-06-2023,Transfer,1474.99,4638.41,23,258,49972.35,Personal,4.07,60,09-08-2022,Rejected,258,Visa,9508.98,1823.61,91.18,24-01-2023,08-09-2023,9654,258,17-10-2023,Praise,Pending,19-06-2023,1
259,Kenneth,Roberts,27,Other,Address_259,Austin,19458795112,kenneth.roberts@kag.com,Current,1957.11,16-05-2013,11-02-2023,259,08-12-2023,Withdrawal,4209.38,6166.49,72,259,46162.27,Personal,6.27,60,21-04-2020,Approved,259,Visa,9551.98,658.84,32.94,11-08-2023,22-10-2023,474,259,13-02-2023,Suggestion,Resolved,01-02-2023,1
260,Steven,Mitchell,52,Other,Address_260,Mesa,19458795113,steven.mitchell@kag.com,Current,1439.23,10-11-2008,20-01-2023,260,25-08-2023,Deposit,4934.3,-3495.07,84,260,5400.98,Mortgage,5.85,12,13-06-2021,Closed,260,MasterCard,9665.04,1953.25,97.66,24-01-2023,16-05-2023,4837,260,30-05-2023,Suggestion,Resolved,17-01-2023,1
262,Joshua,Harris,49,Other,Address_262,Tucson,19458795115,joshua.harris@kag.com,Savings,8281.42,25-06-2016,15-05-2023,262,16-05-2023,Deposit,1811.78,6469.64,47,262,7793.59,Personal,8.77,48,16-01-2021,Rejected,262,AMEX,8990.91,4239.71,211.99,11-03-2023,16-12-2023,5449,262,19-08-2023,Suggestion,Pending,15-12-2023,1
264,Michelle,Flores,50,Other,Address_264,Seattle,19458795117,michelle.flores@kag.com,Savings,554.69,19-12-2000,05-04-2023,264,05-11-2023,Withdrawal,1796.72,-1242.03,47,264,3250.86,Personal,2.58,48,23-08-2022,Closed,264,Visa,9565.37,3189.8,159.49,20-10-2023,10-11-2023,4118,264,11-02-2023,Suggestion,Resolved,28-03-2023,1
265,James,Lewis,23,Other,Address_265,Las Vegas,19458795118,james.lewis@kag.com,Current,2171.37,14-11-2005,03-04-2023,265,15-04-2023,Transfer,2784.37,-613,1,265,46912.64,Auto,9.22,60,23-04-2022,Rejected,265,MasterCard,8159.68,335.96,16.8,08-07-2023,09-04-2023,7627,265,13-10-2023,Complaint,Resolved,29-10-2023,1
266,William,Miller,22,Female,Address_266,Dallas,19458795119,william.miller@kag.com,Savings,2111.39,20-12-2002,22-03-2023,266,10-10-2023,Deposit,3848.52,5959.91,42,266,4030,Mortgage,5.86,36,08-08-2021,Rejected,266,Visa,7131.21,713.68,35.68,23-04-2023,06-03-2023,3922,266,23-05-2023,Complaint,Resolved,29-11-2023,1
267,Betty,Flores,32,Female,Address_267,Milwaukee,19458795120,betty.flores@kag.com,Savings,8301.46,22-01-2003,19-03-2023,267,13-11-2023,Deposit,2197.34,10498.8,68,267,20171.28,Mortgage,7.84,24,06-03-2020,Rejected,267,Visa,9047.88,472.18,23.61,09-02-2023,11-04-2023,6826,267,19-04-2023,Complaint,Resolved,30-05-2023,1
268,Matthew,Gonzalez,60,Other,Address_268,Jacksonville,19458795121,matthew.gonzalez@kag.com,Current,4617.29,19-08-2002,17-12-2023,268,17-11-2023,Withdrawal,1869.31,2747.98,78,268,44804.52,Mortgage,5.53,48,27-10-2020,Closed,268,MasterCard,8277.78,954.37,47.72,14-01-2023,07-08-2023,3359,268,16-09-2023,Suggestion,Pending,31-01-2023,1
