CustomerSK,Customer ID,First Name,Last Name,Age,Gender,City,Email,Segment_Label
1251,1327,Christopher,Thomas,65,Female,Las Vegas,christopher.thomas@kag.com,Low-Value/New
1252,1328,Melissa,Hall,58,Other,Jacksonville,melissa.hall@kag.com,Mid-Value/Loyal
1253,1329,Kimberly,Perez,58,Other,Milwaukee,kimberly.perez@kag.com,High-Value/Frequent
1254,1330,Steven,Martin,20,Female,San Jose,steven.martin@kag.com,High-Value/Frequent
1255,1331,Daniel,Roberts,24,Female,Chicago,daniel.roberts@kag.com,Mid-Value/Loyal
1256,1332,Betty,Nelson,69,Other,Fresno,betty.nelson@kag.com,Mid-Value/Loyal
1257,1333,Emily,Clark,67,Female,Louisville,emily.clark@kag.com,Mid-Value/Loyal
1258,1334,Stephanie,Green,19,Other,Denver,stephanie.green@kag.com,High-Value/Frequent
1259,1335,John,Thomas,50,Male,El Paso,john.thomas@kag.com,High-Value/Frequent
1260,1336,Mark,King,29,Female,Albuquerque,mark.king@kag.com,Mid-Value/Loyal
1261,1337,Linda,Young,65,Male,San Jose,linda.young@kag.com,High-Value/Frequent
1262,1338,James,Sanchez,29,Female,Tucson,james.sanchez@kag.com,Mid-Value/Loyal
1263,1339,Michael,Harris,27,Other,Fresno,michael.harris@kag.com,Low-Value/New
1264,1340,Nancy,Johnson,58,Other,Tucson,nancy.johnson@kag.com,Low-Value/New
1265,1341,Daniel,Lopez,44,Other,Phoenix,daniel.lopez@kag.com,Mid-Value/Loyal
1266,1342,Linda,Flores,35,Other,Chicago,linda.flores@kag.com,Mid-Value/Loyal
1267,1344,Paul,Lopez,57,Other,Las Vegas,paul.lopez@kag.com,Low-Value/New
1268,1345,Michael,Sanchez,40,Female,Washington,michael.sanchez@kag.com,High-Value/Frequent
1269,1346,Steven,Rodriguez,38,Female,El Paso,steven.rodriguez@kag.com,Mid-Value/Loyal
1270,1348,Timothy,Young,47,Female,Seattle,timothy.young@kag.com,Low-Value/New
1271,1349,Linda,King,65,Female,Albuquerque,linda.king@kag.com,Mid-Value/Loyal
1272,1350,Kimberly,Mitchell,38,Male,San Antonio,kimberly.mitchell@kag.com,High-Value/Frequent
1273,1351,Andrew,Martin,40,Male,Tucson,andrew.martin@kag.com,High-Value/Frequent
1274,1352,Emily,Hill,38,Other,Phoenix,emily.hill@kag.com,Mid-Value/Loyal
1275,1353,Nancy,Johnson,25,Male,Louisville,nancy.johnson@kag.com,Low-Value/New
1276,1354,Susan,Smith,56,Male,San Diego,susan.smith@kag.com,Low-Value/New
1277,1355,Emily,Scott,30,Female,Charlotte,emily.scott@kag.com,High-Value/Frequent
1278,1356,Melissa,White,57,Other,Houston,melissa.white@kag.com,High-Value/Frequent
1279,1357,Kevin,Clark,39,Male,Fresno,kevin.clark@kag.com,Mid-Value/Loyal
1280,1358,Jessica,Johnson,24,Other,Phoenix,jessica.johnson@kag.com,Low-Value/New
1281,1359,Patricia,Walker,41,Other,Tucson,patricia.walker@kag.com,Low-Value/New
1282,1360,Paul,Wilson,22,Male,Phoenix,paul.wilson@kag.com,High-Value/Frequent
1283,1361,Charles,Johnson,67,Male,Kansas City,charles.johnson@kag.com,Mid-Value/Loyal
1284,1362,Susan,Lewis,43,Male,Fresno,susan.lewis@kag.com,Mid-Value/Loyal
1285,1363,Donald,Anderson,68,Male,Detroit,donald.anderson@kag.com,Mid-Value/Loyal
1286,1364,Deborah,Lopez,27,Other,New York,deborah.lopez@kag.com,Low-Value/New
1287,1365,Karen,Torres,28,Female,Houston,karen.torres@kag.com,High-Value/Frequent
1288,1366,John,Ramirez,57,Other,Colorado Springs,john.ramirez@kag.com,Mid-Value/Loyal
1289,1368,John,Hill,28,Other,Tucson,john.hill@kag.com,Low-Value/New
1290,1369,Steven,White,65,Male,Tucson,steven.white@kag.com,Mid-Value/Loyal
1291,1370,Daniel,Lee,47,Male,San Diego,daniel.lee@kag.com,High-Value/Frequent
1292,1371,Charles,Martinez,21,Female,Oklahoma City,charles.martinez@kag.com,Mid-Value/Loyal
1293,1372,Christopher,Rivera,19,Female,Indianapolis,christopher.rivera@kag.com,Mid-Value/Loyal
1294,1373,Deborah,Wilson,30,Female,Nashville,deborah.wilson@kag.com,Mid-Value/Loyal
1295,1374,Christopher,Torres,56,Other,Detroit,christopher.torres@kag.com,Mid-Value/Loyal
1296,1375,Margaret,Moore,34,Female,El Paso,margaret.moore@kag.com,Mid-Value/Loyal
1297,1377,Karen,Wilson,62,Male,Milwaukee,karen.wilson@kag.com,Low-Value/New
1298,1378,Mary,King,27,Other,Fort Worth,mary.king@kag.com,Low-Value/New
1299,1379,James,Lopez,30,Male,New York,james.lopez@kag.com,Mid-Value/Loyal
1300,1380,Timothy,Perez,59,Male,Dallas,timothy.perez@kag.com,Low-Value/New
1301,1381,Robert,Garcia,56,Female,Chicago,robert.garcia@kag.com,High-Value/Frequent
1302,1382,Sarah,Scott,59,Male,Detroit,sarah.scott@kag.com,High-Value/Frequent
1303,1383,William,Hall,46,Female,Dallas,william.hall@kag.com,Low-Value/New
1304,1384,Carol,Scott,33,Female,Indianapolis,carol.scott@kag.com,Low-Value/New
1305,1385,Mary,Perez,20,Female,Las Vegas,mary.perez@kag.com,High-Value/Frequent
1306,1386,Michael,Wilson,53,Other,Columbus,michael.wilson@kag.com,Mid-Value/Loyal
1307,1387,Daniel,Thomas,21,Female,Chicago,daniel.thomas@kag.com,Mid-Value/Loyal
1308,1388,Barbara,Scott,53,Female,Fresno,barbara.scott@kag.com,Mid-Value/Loyal
1309,1389,Sarah,Harris,33,Male,Tucson,sarah.harris@kag.com,Mid-Value/Loyal
1310,1390,Robert,Young,58,Other,Las Vegas,robert.young@kag.com,Mid-Value/Loyal
1311,1391,Paul,Allen,23,Female,Dallas,paul.allen@kag.com,High-Value/Frequent
1312,1392,Donna,Hall,59,Female,San Jose,donna.hall@kag.com,High-Value/Frequent
1313,1393,Ashley,Scott,45,Female,Los Angeles,ashley.scott@kag.com,High-Value/Frequent
1314,1394,David,Martin,53,Male,San Antonio,david.martin@kag.com,High-Value/Frequent
1315,1395,Kimberly,Moore,40,Male,Nashville,kimberly.moore@kag.com,High-Value/Frequent
1316,1396,Amanda,Nguyen,29,Male,Denver,amanda.nguyen@kag.com,Mid-Value/Loyal
1317,1398,Lisa,Thompson,48,Female,Washington,lisa.thompson@kag.com,Mid-Value/Loyal
1318,1399,Amanda,Young,29,Female,Austin,amanda.young@kag.com,Low-Value/New
1319,1400,Nancy,Hall,49,Female,Tucson,nancy.hall@kag.com,High-Value/Frequent
1320,1401,Thomas,Thomas,42,Female,Albuquerque,thomas.thomas@kag.com,High-Value/Frequent
1321,1402,Elizabeth,Jones,68,Male,Nashville,elizabeth.jones@kag.com,High-Value/Frequent
1322,1403,Ashley,Brown,46,Female,Colorado Springs,ashley.brown@kag.com,Mid-Value/Loyal
1323,1404,Melissa,Lee,36,Other,Oklahoma City,melissa.lee@kag.com,Mid-Value/Loyal
1324,1405,Daniel,Flores,39,Female,San Diego,daniel.flores@kag.com,High-Value/Frequent
1325,1406,Emily,Wilson,41,Male,Atlanta,emily.wilson@kag.com,High-Value/Frequent
1326,1407,Thomas,Hill,50,Female,Dallas,thomas.hill@kag.com,High-Value/Frequent
1327,1408,Stephanie,Walker,53,Other,Boston,stephanie.walker@kag.com,High-Value/Frequent
1328,1409,Thomas,Wilson,62,Female,Boston,thomas.wilson@kag.com,Low-Value/New
1329,1410,Susan,Garcia,57,Other,Tucson,susan.garcia@kag.com,Mid-Value/Loyal
1330,1411,David,Lopez,63,Other,Los Angeles,david.lopez@kag.com,Low-Value/New
1331,1412,Michelle,Thomas,33,Male,Denver,michelle.thomas@kag.com,Mid-Value/Loyal
1332,1413,Mary,Taylor,19,Other,Oklahoma City,mary.taylor@kag.com,Low-Value/New
1333,1414,Brian,Hall,25,Female,Memphis,brian.hall@kag.com,Mid-Value/Loyal
1334,1415,Matthew,Thompson,30,Other,Philadelphia,matthew.thompson@kag.com,Mid-Value/Loyal
1335,1416,Joshua,Wilson,47,Female,San Francisco,joshua.wilson@kag.com,Low-Value/New
1336,1418,Lisa,Rivera,29,Female,Kansas City,lisa.rivera@kag.com,Mid-Value/Loyal
1337,1420,Melissa,Anderson,24,Male,Baltimore,melissa.anderson@kag.com,High-Value/Frequent
1338,1421,Patricia,Baker,65,Female,Oklahoma City,patricia.baker@kag.com,High-Value/Frequent
1339,1422,Sandra,Taylor,31,Male,Chicago,sandra.taylor@kag.com,High-Value/Frequent
1340,1423,Mark,Green,59,Other,El Paso,mark.green@kag.com,High-Value/Frequent
1341,1425,Kimberly,Baker,45,Other,Detroit,kimberly.baker@kag.com,Low-Value/New
1342,1426,Daniel,King,29,Male,Mesa,daniel.king@kag.com,Low-Value/New
1343,1427,Paul,Jones,57,Female,San Diego,paul.jones@kag.com,High-Value/Frequent
1344,1428,William,Hall,65,Female,San Francisco,william.hall@kag.com,Low-Value/New
1345,1429,Jennifer,Clark,41,Male,Milwaukee,jennifer.clark@kag.com,Mid-Value/Loyal
1346,1430,Karen,Thompson,18,Other,Atlanta,karen.thompson@kag.com,High-Value/Frequent
1347,1431,Charles,Flores,34,Male,Tucson,charles.flores@kag.com,Mid-Value/Loyal
1348,1432,Carol,Wilson,55,Other,Portland,carol.wilson@kag.com,Low-Value/New
1349,1433,Margaret,Anderson,45,Other,Houston,margaret.anderson@kag.com,High-Value/Frequent
1350,1434,Kenneth,Nelson,50,Other,Washington,kenneth.nelson@kag.com,Mid-Value/Loyal
1351,1435,Donna,Allen,41,Female,Detroit,donna.allen@kag.com,Mid-Value/Loyal
1352,1436,Kimberly,Walker,64,Male,Albuquerque,kimberly.walker@kag.com,High-Value/Frequent
1353,1437,Thomas,Wright,62,Female,Las Vegas,thomas.wright@kag.com,Low-Value/New
1354,1438,Paul,Taylor,23,Male,Sacramento,paul.taylor@kag.com,High-Value/Frequent
1355,1439,Matthew,Ramirez,38,Other,Atlanta,matthew.ramirez@kag.com,Low-Value/New
1356,1440,Donna,Jackson,62,Female,Albuquerque,donna.jackson@kag.com,High-Value/Frequent
1357,1441,Barbara,Rivera,21,Female,San Antonio,barbara.rivera@kag.com,High-Value/Frequent
1358,1442,Daniel,Thompson,50,Female,Tucson,daniel.thompson@kag.com,Mid-Value/Loyal
1359,1443,Carol,Young,27,Other,Milwaukee,carol.young@kag.com,High-Value/Frequent
1360,1444,Lisa,Flores,53,Male,Fort Worth,lisa.flores@kag.com,High-Value/Frequent
1361,1446,Anthony,Martin,53,Female,Las Vegas,anthony.martin@kag.com,Mid-Value/Loyal
1362,1447,Donald,Wright,65,Female,San Diego,donald.wright@kag.com,Mid-Value/Loyal
1363,1448,Jennifer,Jones,26,Other,Albuquerque,jennifer.jones@kag.com,Mid-Value/Loyal
1364,1449,Anthony,Rodriguez,48,Female,Kansas City,anthony.rodriguez@kag.com,High-Value/Frequent
1365,1450,Michelle,Lewis,21,Female,Washington,michelle.lewis@kag.com,High-Value/Frequent
1366,1451,Kimberly,Garcia,37,Male,Fresno,kimberly.garcia@kag.com,High-Value/Frequent
1367,1452,Barbara,Harris,25,Male,Denver,barbara.harris@kag.com,Mid-Value/Loyal
1368,1453,Brian,Walker,44,Male,Oklahoma City,brian.walker@kag.com,Low-Value/New
1369,1454,John,Perez,53,Male,Columbus,john.perez@kag.com,High-Value/Frequent
1370,1455,Elizabeth,Johnson,26,Male,Tucson,elizabeth.johnson@kag.com,High-Value/Frequent
1371,1456,Brian,Hall,60,Male,Jacksonville,brian.hall@kag.com,Low-Value/New
1372,1457,Thomas,Jones,41,Female,Indianapolis,thomas.jones@kag.com,Low-Value/New
1373,1458,Sandra,Clark,54,Female,Houston,sandra.clark@kag.com,Low-Value/New
1374,1459,Charles,Harris,58,Male,Portland,charles.harris@kag.com,Low-Value/New
1375,1460,Betty,Davis,57,Other,Louisville,betty.davis@kag.com,Mid-Value/Loyal
1376,1461,Melissa,Smith,47,Male,Indianapolis,melissa.smith@kag.com,Mid-Value/Loyal
1377,1462,Mary,Martin,43,Female,Tucson,mary.martin@kag.com,Mid-Value/Loyal
1378,1463,Kevin,Baker,21,Other,Denver,kevin.baker@kag.com,High-Value/Frequent
1379,1464,James,Thompson,69,Other,Nashville,james.thompson@kag.com,Mid-Value/Loyal
1380,1465,Margaret,Young,18,Other,Washington,margaret.young@kag.com,High-Value/Frequent
1381,1466,Sandra,Hernandez,37,Female,Dallas,sandra.hernandez@kag.com,High-Value/Frequent
1382,1467,Mark,Hill,45,Other,Dallas,mark.hill@kag.com,Mid-Value/Loyal
1383,1468,Charles,Campbell,62,Female,Dallas,charles.campbell@kag.com,Mid-Value/Loyal
1384,1469,William,White,41,Female,Portland,william.white@kag.com,High-Value/Frequent
1385,1470,Michelle,Hernandez,45,Male,San Francisco,michelle.hernandez@kag.com,Low-Value/New
1386,1471,William,Lewis,45,Female,San Diego,william.lewis@kag.com,Mid-Value/Loyal
1387,1472,Margaret,Sanchez,22,Other,Indianapolis,margaret.sanchez@kag.com,Low-Value/New
1388,1473,Ronald,Thomas,49,Female,Seattle,ronald.thomas@kag.com,High-Value/Frequent
1389,1474,Joshua,Wright,69,Female,Tucson,joshua.wright@kag.com,High-Value/Frequent
1390,1475,Michelle,Martin,47,Male,New York,michelle.martin@kag.com,Low-Value/New
1391,1476,Andrew,Rivera,38,Male,Fort Worth,andrew.rivera@kag.com,Low-Value/New
1392,1477,Kimberly,Williams,59,Female,Philadelphia,kimberly.williams@kag.com,High-Value/Frequent
1393,1478,Timothy,Smith,33,Female,Phoenix,timothy.smith@kag.com,High-Value/Frequent
1394,1479,Nancy,Campbell,25,Female,Indianapolis,nancy.campbell@kag.com,Low-Value/New
1395,1480,Lisa,Smith,29,Male,Seattle,lisa.smith@kag.com,High-Value/Frequent
1396,1481,Robert,Taylor,49,Male,Seattle,robert.taylor@kag.com,Mid-Value/Loyal
1397,1482,Steven,Johnson,42,Other,New York,steven.johnson@kag.com,Low-Value/New
1398,1483,Margaret,Lewis,20,Other,Denver,margaret.lewis@kag.com,Mid-Value/Loyal
1399,1484,Timothy,Martin,43,Other,San Diego,timothy.martin@kag.com,High-Value/Frequent
1400,1485,Sarah,Garcia,53,Other,Chicago,sarah.garcia@kag.com,High-Value/Frequent
1401,1486,Christopher,Davis,34,Male,Boston,christopher.davis@kag.com,Low-Value/New
1402,1487,Andrew,Lewis,44,Male,Phoenix,andrew.lewis@kag.com,Low-Value/New
1403,1488,Kevin,Mitchell,69,Female,Omaha,kevin.mitchell@kag.com,Mid-Value/Loyal
1404,1489,Thomas,Allen,39,Other,Denver,thomas.allen@kag.com,High-Value/Frequent
1405,1491,Kevin,Wright,55,Female,Milwaukee,kevin.wright@kag.com,Low-Value/New
1406,1492,Kimberly,Jones,52,Male,Tucson,kimberly.jones@kag.com,Mid-Value/Loyal
1407,1493,David,Clark,63,Female,Seattle,david.clark@kag.com,Low-Value/New
1408,1494,Sandra,Baker,24,Female,Colorado Springs,sandra.baker@kag.com,Mid-Value/Loyal
1409,1495,Mary,Lopez,20,Male,Indianapolis,mary.lopez@kag.com,Low-Value/New
1410,1496,David,Martin,23,Male,Indianapolis,david.martin@kag.com,High-Value/Frequent
1411,1497,David,Hall,30,Male,Kansas City,david.hall@kag.com,High-Value/Frequent
1412,1498,Michelle,Martin,63,Male,San Antonio,michelle.martin@kag.com,Mid-Value/Loyal
1413,1499,Thomas,Rodriguez,32,Other,Columbus,thomas.rodriguez@kag.com,High-Value/Frequent
1414,1500,James,Hill,43,Other,Boston,james.hill@kag.com,High-Value/Frequent
1415,1502,Kevin,Jackson,50,Female,Kansas City,kevin.jackson@kag.com,Mid-Value/Loyal
1416,1503,Michelle,Nguyen,32,Other,Washington,michelle.nguyen@kag.com,Low-Value/New
1417,1504,Carol,Clark,56,Male,Indianapolis,carol.clark@kag.com,High-Value/Frequent
1418,1505,Matthew,Hall,58,Other,Memphis,matthew.hall@kag.com,Mid-Value/Loyal
1419,1506,Joshua,Nelson,64,Male,Indianapolis,joshua.nelson@kag.com,Mid-Value/Loyal
1420,1507,Andrew,Gonzalez,31,Other,Fort Worth,andrew.gonzalez@kag.com,Mid-Value/Loyal
1421,1508,Michael,Gonzalez,36,Other,San Francisco,michael.gonzalez@kag.com,Mid-Value/Loyal
1422,1509,Stephanie,Perez,45,Male,Atlanta,stephanie.perez@kag.com,Mid-Value/Loyal
1423,1510,Paul,Ramirez,41,Male,Portland,paul.ramirez@kag.com,High-Value/Frequent
1424,1511,Amanda,Campbell,67,Female,Boston,amanda.campbell@kag.com,High-Value/Frequent
1425,1512,Amanda,Hall,58,Female,San Jose,amanda.hall@kag.com,Mid-Value/Loyal
1426,1513,Ashley,Perez,50,Female,San Diego,ashley.perez@kag.com,Low-Value/New
1427,1514,Donna,Nelson,29,Other,Phoenix,donna.nelson@kag.com,Mid-Value/Loyal
1428,1515,Kimberly,Jackson,27,Other,Fort Worth,kimberly.jackson@kag.com,Mid-Value/Loyal
1429,1516,Barbara,Davis,24,Male,Chicago,barbara.davis@kag.com,High-Value/Frequent
1430,1517,Christopher,Davis,63,Male,Sacramento,christopher.davis@kag.com,Mid-Value/Loyal
1431,1518,Paul,Adams,18,Female,Tucson,paul.adams@kag.com,Mid-Value/Loyal
1432,1519,Amanda,Sanchez,32,Male,Washington,amanda.sanchez@kag.com,Low-Value/New
1433,1521,Thomas,Sanchez,62,Male,Seattle,thomas.sanchez@kag.com,Mid-Value/Loyal
1434,1522,Elizabeth,Thompson,37,Male,Memphis,elizabeth.thompson@kag.com,Mid-Value/Loyal
1435,1523,Ronald,Nelson,19,Male,Colorado Springs,ronald.nelson@kag.com,Mid-Value/Loyal
1436,1524,Timothy,Gonzalez,20,Male,Portland,timothy.gonzalez@kag.com,Mid-Value/Loyal
1437,1525,Barbara,Ramirez,53,Male,Mesa,barbara.ramirez@kag.com,High-Value/Frequent
1438,1526,Jessica,Rodriguez,33,Female,San Francisco,jessica.rodriguez@kag.com,Mid-Value/Loyal
1439,1527,Nancy,Martin,46,Female,Fresno,nancy.martin@kag.com,Mid-Value/Loyal
1440,1528,Christopher,Jackson,61,Other,Chicago,christopher.jackson@kag.com,High-Value/Frequent
1441,1529,Linda,Mitchell,53,Female,Phoenix,linda.mitchell@kag.com,High-Value/Frequent
1442,1530,Donald,Hill,61,Male,Columbus,donald.hill@kag.com,Mid-Value/Loyal
1443,1531,Charles,Lopez,56,Female,Chicago,charles.lopez@kag.com,Mid-Value/Loyal
1444,1532,Thomas,Anderson,69,Other,El Paso,thomas.anderson@kag.com,High-Value/Frequent
1445,1533,Daniel,Walker,20,Female,Colorado Springs,daniel.walker@kag.com,Low-Value/New
1446,1534,Paul,Wilson,54,Other,Baltimore,paul.wilson@kag.com,High-Value/Frequent
1447,1535,Jessica,Hernandez,61,Other,El Paso,jessica.hernandez@kag.com,Mid-Value/Loyal
1448,1536,Jennifer,Sanchez,29,Other,Portland,jennifer.sanchez@kag.com,Mid-Value/Loyal
1449,1537,Linda,Adams,37,Male,Jacksonville,linda.adams@kag.com,Mid-Value/Loyal
1450,1538,Matthew,Clark,40,Other,Boston,matthew.clark@kag.com,Low-Value/New
1451,1539,Karen,Hernandez,39,Female,San Jose,karen.hernandez@kag.com,Low-Value/New
1452,1541,Barbara,King,24,Female,Fresno,barbara.king@kag.com,Mid-Value/Loyal
1453,1542,Joseph,Nelson,39,Other,Atlanta,joseph.nelson@kag.com,High-Value/Frequent
1454,1543,Sandra,Jackson,61,Other,Washington,sandra.jackson@kag.com,Low-Value/New
1455,1544,Kenneth,Garcia,19,Male,San Francisco,kenneth.garcia@kag.com,Low-Value/New
1456,1545,Brian,Rivera,31,Other,El Paso,brian.rivera@kag.com,Low-Value/New
1457,1546,Sandra,Nguyen,33,Female,Mesa,sandra.nguyen@kag.com,Low-Value/New
1458,1547,Timothy,Carter,41,Male,Dallas,timothy.carter@kag.com,Mid-Value/Loyal
1459,1548,Emily,Adams,24,Female,Los Angeles,emily.adams@kag.com,High-Value/Frequent
1460,1549,Elizabeth,Ramirez,21,Male,Albuquerque,elizabeth.ramirez@kag.com,Low-Value/New
1461,1550,Jessica,Smith,69,Other,Washington,jessica.smith@kag.com,Mid-Value/Loyal
1462,1551,John,Wright,54,Male,San Jose,john.wright@kag.com,Mid-Value/Loyal
1463,1552,Thomas,Flores,63,Other,San Diego,thomas.flores@kag.com,Mid-Value/Loyal
1464,1553,Daniel,Davis,58,Other,New York,daniel.davis@kag.com,Mid-Value/Loyal
1465,1554,Sandra,Campbell,22,Female,San Francisco,sandra.campbell@kag.com,Mid-Value/Loyal
1466,1555,Charles,Miller,19,Other,Fort Worth,charles.miller@kag.com,Low-Value/New
1467,1557,John,Hill,20,Other,San Jose,john.hill@kag.com,High-Value/Frequent
1468,1558,Susan,Brown,59,Female,Milwaukee,susan.brown@kag.com,High-Value/Frequent
1469,1559,Joseph,Harris,25,Other,San Antonio,joseph.harris@kag.com,Mid-Value/Loyal
1470,1560,John,Lopez,43,Female,El Paso,john.lopez@kag.com,Low-Value/New
1471,1561,David,Sanchez,27,Male,Las Vegas,david.sanchez@kag.com,Mid-Value/Loyal
1472,1562,Deborah,Nguyen,51,Female,Phoenix,deborah.nguyen@kag.com,High-Value/Frequent
1473,1563,Linda,Rivera,63,Female,Phoenix,linda.rivera@kag.com,Mid-Value/Loyal
1474,1564,Stephanie,Lopez,53,Other,San Francisco,stephanie.lopez@kag.com,High-Value/Frequent
1475,1565,Daniel,Nelson,29,Female,Baltimore,daniel.nelson@kag.com,Low-Value/New
1476,1566,Mark,Torres,37,Male,Dallas,mark.torres@kag.com,Low-Value/New
1477,1567,Karen,Rivera,46,Female,Philadelphia,karen.rivera@kag.com,Mid-Value/Loyal
1478,1568,Donald,White,31,Other,Boston,donald.white@kag.com,Mid-Value/Loyal
1479,1569,Ashley,Thomas,65,Male,Denver,ashley.thomas@kag.com,Mid-Value/Loyal
1480,1570,Joshua,Gonzalez,22,Other,Indianapolis,joshua.gonzalez@kag.com,Mid-Value/Loyal
1481,1571,Andrew,Harris,65,Other,Nashville,andrew.harris@kag.com,Mid-Value/Loyal
1482,1572,Karen,Brown,44,Female,Los Angeles,karen.brown@kag.com,Mid-Value/Loyal
1483,1573,Carol,Hernandez,21,Other,Jacksonville,carol.hernandez@kag.com,Low-Value/New
1484,1574,Joshua,Young,46,Male,Indianapolis,joshua.young@kag.com,Low-Value/New
1485,1575,Thomas,Carter,20,Male,Atlanta,thomas.carter@kag.com,Mid-Value/Loyal
1486,1576,Susan,Miller,50,Male,Charlotte,susan.miller@kag.com,High-Value/Frequent
1487,1577,Donald,Rivera,47,Male,San Jose,donald.rivera@kag.com,Mid-Value/Loyal
1488,1578,Nancy,Hernandez,53,Female,San Jose,nancy.hernandez@kag.com,Low-Value/New
1489,1579,Andrew,Ramirez,26,Male,Albuquerque,andrew.ramirez@kag.com,Mid-Value/Loyal
1490,1580,Amanda,Green,18,Female,San Diego,amanda.green@kag.com,Mid-Value/Loyal
1491,1581,Brian,Thompson,65,Other,Seattle,brian.thompson@kag.com,Low-Value/New
1492,1582,Kimberly,Hall,40,Other,Mesa,kimberly.hall@kag.com,Low-Value/New
1493,1583,Michael,Thompson,20,Female,Detroit,michael.thompson@kag.com,Low-Value/New
1494,1584,Paul,Roberts,49,Other,Jacksonville,paul.roberts@kag.com,Low-Value/New
1495,1585,Kevin,Ramirez,41,Other,Milwaukee,kevin.ramirez@kag.com,Low-Value/New
1496,1586,Michelle,Nelson,23,Male,Tucson,michelle.nelson@kag.com,High-Value/Frequent
1497,1587,Sandra,Campbell,30,Other,Memphis,sandra.campbell@kag.com,Low-Value/New
1498,1589,Amanda,Harris,32,Female,San Jose,amanda.harris@kag.com,Low-Value/New
1499,1590,Joshua,Lewis,47,Male,New York,joshua.lewis@kag.com,Mid-Value/Loyal
1500,1591,Joseph,Jackson,29,Other,El Paso,joseph.jackson@kag.com,Low-Value/New
1501,1592,Ronald,Allen,57,Other,Omaha,ronald.allen@kag.com,High-Value/Frequent
1502,1593,Patricia,Scott,65,Female,Chicago,patricia.scott@kag.com,High-Value/Frequent
1503,1594,Mark,Wilson,52,Other,Chicago,mark.wilson@kag.com,Mid-Value/Loyal
1504,1595,Lisa,Wilson,45,Male,San Antonio,lisa.wilson@kag.com,Mid-Value/Loyal
1505,1596,Matthew,Wright,21,Male,Mesa,matthew.wright@kag.com,High-Value/Frequent
1506,1597,Richard,Robinson,24,Male,Sacramento,richard.robinson@kag.com,Mid-Value/Loyal
1507,1598,Karen,Ramirez,64,Female,Charlotte,karen.ramirez@kag.com,High-Value/Frequent
1508,1599,Steven,Taylor,60,Male,Omaha,steven.taylor@kag.com,Mid-Value/Loyal
1509,1600,Jessica,Williams,33,Male,Chicago,jessica.williams@kag.com,Low-Value/New
1510,1601,Brian,Thomas,39,Male,Memphis,brian.thomas@kag.com,Mid-Value/Loyal
1511,1602,Carol,Rivera,63,Male,Baltimore,carol.rivera@kag.com,High-Value/Frequent
1512,1603,Amanda,Robinson,62,Male,Colorado Springs,amanda.robinson@kag.com,Low-Value/New
1513,1604,Mary,Lewis,58,Male,Seattle,mary.lewis@kag.com,Mid-Value/Loyal
1514,1605,Andrew,Hall,42,Female,Austin,andrew.hall@kag.com,Mid-Value/Loyal
1515,1606,Carol,Anderson,67,Male,Kansas City,carol.anderson@kag.com,Mid-Value/Loyal
1516,1607,Kimberly,Rivera,20,Other,Omaha,kimberly.rivera@kag.com,Low-Value/New
1517,1609,Richard,Nguyen,39,Other,Memphis,richard.nguyen@kag.com,Low-Value/New
1518,1610,Richard,Adams,48,Other,Jacksonville,richard.adams@kag.com,Mid-Value/Loyal
1519,1611,Karen,Campbell,54,Male,Louisville,karen.campbell@kag.com,Mid-Value/Loyal
1520,1612,Emily,Nguyen,39,Other,Milwaukee,emily.nguyen@kag.com,Low-Value/New
1521,1613,Emily,Thompson,44,Other,Denver,emily.thompson@kag.com,Low-Value/New
1522,1615,Joshua,Adams,39,Male,Mesa,joshua.adams@kag.com,High-Value/Frequent
1523,1616,Melissa,Miller,34,Male,Charlotte,melissa.miller@kag.com,Low-Value/New
1524,1617,Mark,Perez,65,Male,Tucson,mark.perez@kag.com,Low-Value/New
1525,1619,Mark,Moore,41,Male,Indianapolis,mark.moore@kag.com,Low-Value/New
1526,1621,Jessica,Green,48,Other,Tucson,jessica.green@kag.com,Low-Value/New
1527,1622,Amanda,Martinez,69,Male,Oklahoma City,amanda.martinez@kag.com,Low-Value/New
1528,1623,Timothy,Martinez,60,Other,San Jose,timothy.martinez@kag.com,Low-Value/New
1529,1624,Elizabeth,Miller,25,Male,Tucson,elizabeth.miller@kag.com,Low-Value/New
1530,1625,Ashley,Mitchell,22,Male,Phoenix,ashley.mitchell@kag.com,High-Value/Frequent
1531,1627,Joshua,Nguyen,21,Male,Columbus,joshua.nguyen@kag.com,Low-Value/New
1532,1628,Sarah,Clark,52,Male,Portland,sarah.clark@kag.com,High-Value/Frequent
1533,1629,Robert,Allen,51,Male,El Paso,robert.allen@kag.com,High-Value/Frequent
1534,1630,James,Smith,20,Male,Columbus,james.smith@kag.com,Low-Value/New
1535,1631,Ashley,Baker,65,Other,Omaha,ashley.baker@kag.com,Mid-Value/Loyal
1536,1632,Ronald,King,37,Female,Houston,ronald.king@kag.com,Mid-Value/Loyal
1537,1633,Michael,Brown,26,Female,Colorado Springs,michael.brown@kag.com,Mid-Value/Loyal
1538,1634,Brian,Taylor,23,Male,Denver,brian.taylor@kag.com,Mid-Value/Loyal
1539,1635,Susan,Brown,64,Female,Houston,susan.brown@kag.com,Mid-Value/Loyal
1540,1636,Ashley,Nelson,22,Other,Baltimore,ashley.nelson@kag.com,Mid-Value/Loyal
